carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
1.01,Premium,2,G,4,VVS2,3,61.4,58.0,7185.0,6.46,6.51,3.98,region3
1.23,Premium,2,F,3,SI2,7,61.7,57.0,7404.0,6.89,6.86,4.24,region1
1.33,Premium,2,F,3,SI2,7,60.7,62.0,4759.0,7.12,7.07,4.31,region4
1.24,Premium,2,F,3,VS1,4,60.1,59.0,12659.0,6.99,7.02,4.21,region1
0.4,Premium,2,F,3,VS1,4,60.3,60.0,1277.0,4.77,4.81,2.89,region1
0.31,Ideal,1,G,4,VVS1,2,61.9,54.0,1026.0,4.38,4.41,2.72,region1
0.4,Premium,2,I,6,VVS1,2,62.7,59.0,1134.0,4.71,4.67,2.94,region3
0.72,Very Good,3,D,1,SI1,6,60.5,57.0,3567.0,5.85,5.89,3.55,region2
1.33,Very Good,3,H,5,SI2,7,62.5,58.0,7454.0,7.04,6.97,4.38,region2
1.3,Very Good,3,F,3,SI2,7,61.1,58.0,7994.0,6.98,7.02,4.28,region1
1.51,Good,4,G,4,VS1,4,62.4,59.0,12164.0,7.25,7.28,4.53,region4
0.91,Ideal,1,E,2,SI1,6,61.9,55.0,6010.0,6.18,6.22,3.84,region1
0.82,Premium,2,F,3,SI2,7,60.3,57.0,3540.0,6.07,6.03,3.65,region1
0.53,Very Good,3,E,2,VS2,5,60.1,60.0,1693.0,5.21,5.28,3.15,region3
0.38,Ideal,1,E,2,VS1,4,62.1,57.0,1335.0,4.62,4.65,2.88,region1
0.3,Premium,2,F,3,VS2,5,61.4,55.0,606.0,4.37,4.32,2.67,region4
0.38,Premium,2,I,6,VS1,4,61.3,60.0,808.0,4.65,4.62,2.84,region4
1.0,Good,4,D,1,VS2,5,60.7,61.0,7377.0,6.4,6.46,3.9,region3
0.59,Very Good,3,D,1,SI1,6,62.8,57.0,2004.0,5.32,5.38,3.36,region2
0.64,Very Good,3,D,1,SI2,7,62.8,54.0,1710.0,5.5,5.52,3.46,region3
0.4,Premium,2,G,4,SI1,6,59.2,61.0,945.0,4.81,4.78,2.84,region3
0.71,Good,4,D,1,VS1,4,59.2,56.0,3700.0,5.84,5.85,3.46,region3
1.2,Premium,2,G,4,SI2,7,59.2,60.0,4750.0,6.92,6.9,4.09,region4
0.35,Ideal,1,E,2,VS2,5,61.5,55.0,882.0,4.52,4.56,2.79,region2
1.01,Ideal,1,F,3,SI1,6,60.0,56.0,6065.0,6.55,6.49,3.91,region2
0.71,Ideal,1,D,1,VS2,5,61.2,57.0,5238.0,5.72,5.76,3.51,region1
1.63,Good,4,I,6,SI1,6,63.7,58.0,8600.0,7.4,7.48,4.74,region4
0.26,Ideal,1,E,2,VS1,4,62.3,57.0,584.0,4.05,4.08,2.53,region3
1.61,Ideal,1,E,2,SI2,7,61.6,56.0,12949.0,7.54,7.62,4.67,region1
0.92,Very Good,3,F,3,SI1,6,62.9,56.0,3633.0,6.2,6.24,3.91,region4
0.31,Premium,2,H,5,VVS2,3,62.6,60.0,562.0,4.29,4.33,2.7,region4
1.13,Premium,2,D,1,SI2,7,62.0,58.0,4838.0,6.68,6.64,4.13,region4
1.2,Ideal,1,H,5,VS2,5,62.6,56.0,7574.0,6.76,6.73,4.22,region2
0.4,Very Good,3,F,3,VS1,4,61.5,59.0,884.0,4.71,4.76,2.91,region4
1.01,Ideal,1,G,4,VS2,5,61.0,56.0,7071.0,6.47,6.51,3.96,region3
2.03,Ideal,1,I,6,SI1,6,62.6,55.0,15275.0,8.06,8.11,5.06,region3
0.3,Good,4,E,2,SI1,6,63.4,56.0,684.0,4.23,4.25,2.69,region1
1.24,Very Good,3,F,3,VVS2,3,62.0,55.0,12799.0,6.88,6.95,4.29,region2
1.34,Very Good,3,J,7,SI2,7,62.7,56.0,4802.0,7.05,7.08,4.43,region4
1.02,Good,4,D,1,SI2,7,63.8,59.0,4495.0,6.43,6.33,4.07,region2
1.06,Ideal,1,I,6,SI2,7,61.4,57.0,3399.0,6.57,6.63,4.05,region4
0.36,Ideal,1,H,5,VS1,4,61.5,55.0,684.0,4.59,4.62,2.83,region3
0.37,Ideal,1,G,4,VVS2,3,61.6,55.0,856.0,4.62,4.66,2.86,region3
0.3,Ideal,1,G,4,VVS2,3,62.7,57.0,718.0,4.26,4.29,2.68,region3
1.05,Very Good,3,G,4,VS1,4,62.3,56.0,6309.0,6.45,6.51,4.04,region4
1.61,Very Good,3,E,2,SI2,7,63.0,59.9,11436.0,7.42,7.45,4.68,region3
0.51,Ideal,1,E,2,SI1,6,61.2,57.0,1669.0,5.14,5.16,3.15,region1
0.36,Very Good,3,E,2,VS2,5,60.4,58.0,880.0,4.58,4.62,2.78,region1
0.7,Ideal,1,J,7,SI1,6,60.3,57.0,2725.0,5.75,5.79,3.48,region1
1.27,Ideal,1,F,3,VS2,5,61.0,54.0,11189.0,7.0,7.02,4.28,region3
0.4,Ideal,1,I,6,VVS2,3,62.0,57.0,682.0,4.73,4.75,2.94,region4
1.15,Good,4,F,3,SI2,7,63.8,57.0,4659.0,6.65,6.6,4.23,region3
0.36,Ideal,1,F,3,VS2,5,61.5,55.0,928.0,4.6,4.57,2.82,region2
0.3,Premium,2,J,7,VS1,4,62.6,60.0,582.0,4.28,4.22,2.66,region2
1.53,Very Good,3,H,5,VS2,5,62.2,58.0,10060.0,7.3,7.34,4.55,region4
0.34,Ideal,1,E,2,SI1,6,60.7,57.0,803.0,4.51,4.48,2.73,region3
0.4,Good,4,E,2,SI1,6,63.7,56.0,1147.0,4.69,4.66,2.98,region1
0.76,Ideal,1,E,2,SI1,6,61.8,57.0,3645.0,5.84,5.87,3.62,region2
1.51,Good,4,J,7,VS1,4,63.5,60.0,7063.0,7.23,7.29,4.61,region4
0.79,Very Good,3,J,7,VS2,5,60.8,56.0,2990.0,5.98,6.02,3.65,region1
0.7,Premium,2,G,4,VS2,5,62.1,58.0,2603.0,5.68,5.63,3.51,region3
0.78,Premium,2,F,3,SI1,6,62.3,57.0,3210.0,5.86,5.85,3.65,region1
0.3,Premium,2,H,5,VS1,4,63.0,59.0,776.0,4.27,4.21,2.67,region2
0.7,Ideal,1,G,4,VS1,4,60.5,56.0,3046.0,5.77,5.79,3.5,region4
0.32,Premium,2,I,6,VS1,4,61.3,58.0,745.0,4.39,4.35,2.68,region2
1.06,Premium,2,H,5,VS2,5,62.6,58.0,5205.0,6.49,6.54,4.08,region4
0.72,Good,4,G,4,SI2,7,63.7,59.0,2100.0,5.74,5.65,3.63,region4
0.33,Ideal,1,D,1,VS2,5,62.3,56.0,820.0,4.43,4.46,2.77,region3
0.35,Good,4,E,2,VS2,5,57.8,60.0,747.0,4.64,4.67,2.69,region3
0.42,Very Good,3,E,2,VVS1,2,60.5,55.0,1228.0,4.85,4.9,2.95,region4
0.56,Very Good,3,G,4,SI1,6,61.1,56.0,1478.0,5.32,5.34,3.26,region3
1.08,Ideal,1,G,4,VS1,4,61.0,56.0,8686.0,6.62,6.65,4.05,region2
0.3,Ideal,1,H,5,VVS2,3,62.1,56.0,696.0,4.28,4.32,2.67,region2
0.3,Ideal,1,F,3,VS2,5,61.4,57.0,786.0,4.34,4.36,2.67,region1
0.77,Very Good,3,E,2,SI2,7,60.4,58.0,3452.0,5.91,5.95,3.58,region2
0.77,Ideal,1,H,5,VVS2,3,61.3,56.0,3336.0,5.91,5.94,3.63,region4
0.54,Premium,2,E,2,VS2,5,59.6,59.0,2022.0,5.32,5.26,3.16,region1
2.01,Very Good,3,I,6,SI2,7,60.5,59.0,13173.0,8.19,8.26,4.98,region4
0.43,Good,4,F,3,SI1,6,63.6,53.0,1232.0,4.83,4.79,3.06,region1
1.08,Premium,2,G,4,SI2,7,62.2,56.0,5321.0,6.62,6.54,4.09,region2
0.5,Premium,2,D,1,VS2,5,62.1,58.0,1840.0,5.03,5.08,3.14,region3
0.55,Ideal,1,F,3,VVS1,2,61.9,55.0,2142.0,5.27,5.3,3.27,region4
0.71,Ideal,1,E,2,VS1,4,61.4,59.0,4157.0,5.71,5.75,3.52,region1
0.47,Ideal,1,G,4,SI2,7,61.3,56.0,823.0,4.98,5.01,3.06,region3
0.51,Ideal,1,D,1,VS2,5,62.3,57.0,2447.0,5.12,5.09,3.18,region1
2.05,Premium,2,H,5,VS2,5,61.8,60.0,21066.0,8.19,8.14,5.05,region2
1.51,Good,4,F,3,SI2,7,63.4,57.0,9766.0,7.25,7.29,4.61,region3
1.64,Ideal,1,E,2,SI1,6,60.7,55.0,12741.0,7.67,7.64,4.65,region1
0.33,Ideal,1,E,2,SI1,6,59.6,57.0,451.0,4.49,4.53,2.69,region4
0.9,Very Good,3,D,1,SI1,6,60.1,58.0,4750.0,6.27,6.3,3.78,region2
1.02,Good,4,H,5,SI2,7,58.6,64.0,3598.0,6.32,6.26,3.68,region3
0.27,Very Good,3,E,2,VVS1,2,60.0,58.0,571.0,4.21,4.22,2.53,region3
0.7,Very Good,3,E,2,SI1,6,62.6,58.0,2911.0,5.66,5.68,3.55,region1
1.28,Good,4,G,4,SI2,7,63.6,57.0,6083.0,6.78,6.73,4.29,region1
0.61,Good,4,D,1,SI2,7,59.8,62.0,1636.0,5.48,5.53,3.29,region2
0.32,Ideal,1,F,3,VS2,5,61.9,56.0,1076.0,4.44,4.41,2.74,region1
0.5,Premium,2,E,2,VS1,4,60.1,58.0,1505.0,5.21,5.17,3.12,region4
1.02,Very Good,3,E,2,SI1,6,63.2,61.0,5542.0,6.37,6.31,4.01,region3
0.54,Very Good,3,D,1,VS2,5,61.1,55.0,1703.0,5.24,5.37,3.24,region4
0.38,Ideal,1,D,1,VVS1,2,60.3,56.0,2011.0,4.74,4.72,2.85,region3
0.3,Ideal,1,H,5,VVS2,3,61.3,57.0,696.0,4.31,4.33,2.65,region2
0.4,Ideal,1,H,5,VVS1,2,62.0,54.0,1322.0,4.72,4.76,2.94,region1
0.32,Good,4,F,3,VS2,5,63.6,57.0,952.0,4.37,4.34,2.77,region2
0.71,Ideal,1,F,3,VVS1,2,61.4,56.0,6525.0,5.75,5.78,3.54,region1
1.18,Ideal,1,I,6,VS2,5,62.3,55.6,8048.0,6.73,6.76,4.21,region1
1.8,Good,4,I,6,SI2,7,63.2,58.0,12973.0,7.66,7.75,4.87,region1
0.54,Ideal,1,F,3,VS1,4,62.5,56.0,2365.0,5.18,5.22,3.25,region1
0.75,Very Good,3,F,3,SI1,6,60.6,60.0,3202.0,5.88,5.91,3.57,region1
1.02,Ideal,1,I,6,SI1,6,61.3,56.0,4678.0,6.52,6.47,3.98,region3
0.32,Ideal,1,H,5,VVS1,2,61.6,55.0,839.0,4.4,4.43,2.72,region2
0.53,Good,4,G,4,VVS2,3,64.3,58.0,1857.0,5.11,5.15,3.3,region3
0.41,Ideal,1,F,3,VS1,4,62.0,56.0,968.0,4.81,4.77,2.97,region4
0.33,Very Good,3,D,1,VS1,4,61.6,53.0,668.0,4.45,4.48,2.75,region4
0.73,Ideal,1,F,3,VS1,4,61.4,55.0,4936.0,5.8,5.83,3.57,region1
1.05,Very Good,3,G,4,SI1,6,62.0,56.0,7124.0,6.47,6.55,4.04,region1
1.26,Ideal,1,J,7,VVS1,2,61.4,60.0,7114.0,6.92,6.95,4.26,region2
1.51,Premium,2,G,4,VS2,5,62.0,57.0,13200.0,7.38,7.33,4.56,region3
2.21,Very Good,3,F,3,SI2,7,61.0,58.0,24028.0,8.36,8.43,5.12,region1
0.7,Very Good,3,E,2,SI1,6,63.5,59.0,2554.0,5.53,5.49,3.5,region4
1.01,Ideal,1,F,3,SI2,7,62.5,55.0,5172.0,6.4,6.39,4.0,region2
0.78,Good,4,D,1,VS2,5,64.0,54.0,3793.0,5.82,5.86,3.74,region2
1.04,Premium,2,E,2,SI2,7,62.8,59.0,4588.0,6.45,6.41,4.04,region3
0.3,Very Good,3,G,4,VS2,5,63.0,55.0,473.0,4.29,4.31,2.71,region4
0.31,Premium,2,F,3,VVS1,2,59.7,59.0,1041.0,4.45,4.49,2.67,region1
0.4,Ideal,1,G,4,SI1,6,60.9,55.0,917.0,4.8,4.78,2.92,region3
2.26,Good,4,I,6,SI2,7,56.9,60.0,14617.0,8.73,8.66,4.95,region4
0.33,Ideal,1,G,4,VS2,5,62.5,57.0,608.0,4.39,4.41,2.75,region3
0.72,Ideal,1,H,5,VS1,4,61.5,55.0,2947.0,5.77,5.85,3.56,region4
1.1,Ideal,1,F,3,VS1,4,61.5,55.0,11435.0,6.69,6.64,4.1,region1
0.31,Ideal,1,E,2,VS1,4,61.7,56.0,771.0,4.37,4.41,2.71,region3
0.8,Very Good,3,F,3,SI1,6,63.5,58.0,2774.0,5.89,5.85,3.73,region4
1.04,Very Good,3,H,5,IF,1,62.0,55.0,8702.0,6.51,6.55,4.05,region1
1.24,Ideal,1,F,3,SI2,7,61.4,58.0,8454.0,6.85,6.9,4.22,region1
1.21,Good,4,E,2,VS1,4,61.7,58.0,11573.0,6.73,6.78,4.17,region1
0.37,Ideal,1,E,2,VS2,5,62.3,56.0,1197.0,4.59,4.56,2.85,region2
0.7,Ideal,1,D,1,SI1,6,61.8,55.0,3645.0,5.72,5.74,3.54,region3
1.54,Very Good,3,H,5,SI2,7,62.3,56.0,9546.0,7.33,7.38,4.58,region2
1.01,Very Good,3,G,4,SI1,6,63.2,59.0,5369.0,6.36,6.32,4.01,region3
1.56,Ideal,1,G,4,VS2,5,62.2,54.0,14720.0,0.0,0.0,0.0,region2
0.32,Ideal,1,F,3,VS2,5,61.3,57.0,869.0,4.4,4.37,2.69,region3
0.5,Good,4,E,2,VVS2,3,58.9,61.0,2292.0,5.18,5.2,3.06,region3
1.38,Ideal,1,G,4,VS1,4,62.2,54.0,12103.0,7.18,7.14,4.45,region3
0.77,Very Good,3,I,6,VS2,5,62.4,63.0,2486.0,5.84,5.8,3.63,region2
0.96,Very Good,3,H,5,SI1,6,63.1,58.0,5283.0,6.2,6.25,3.93,region1
1.01,Premium,2,F,3,VS2,5,61.5,58.0,8117.0,6.41,6.46,3.96,region1
1.03,Premium,2,H,5,SI1,6,62.4,58.0,5556.0,6.5,6.42,4.03,region1
1.55,Ideal,1,I,6,VVS1,2,62.1,56.0,15430.0,7.36,7.43,4.59,region1
1.27,Ideal,1,J,7,VVS2,3,62.2,54.0,5787.0,6.92,6.98,4.32,region4
0.43,Premium,2,G,4,VS2,5,60.8,59.0,1127.0,4.86,4.91,2.97,region1
0.69,Premium,2,H,5,VS2,5,60.8,59.0,2422.0,5.77,5.74,3.5,region1
1.51,Premium,2,H,5,VS2,5,62.3,59.0,12117.0,7.32,7.28,4.55,region3
0.33,Ideal,1,E,2,VVS2,3,60.7,55.0,808.0,4.49,4.5,2.73,region4
0.44,Ideal,1,G,4,SI1,6,61.5,57.0,891.0,4.88,4.87,3.0,region4
0.4,Very Good,3,I,6,VS1,4,61.7,57.0,778.0,4.71,4.73,2.91,region3
0.91,Very Good,3,J,7,VS2,5,61.0,58.0,2932.0,6.22,6.3,3.82,region4
1.12,Premium,2,F,3,VS1,4,61.8,59.0,7113.0,6.75,6.65,4.14,region4
1.23,Ideal,1,H,5,I1,8,61.8,56.0,4629.0,6.85,6.91,4.25,region2
0.71,Very Good,3,I,6,VS1,4,59.0,57.0,2095.0,5.85,5.88,3.46,region4
0.43,Good,4,F,3,SI1,6,63.7,57.0,1279.0,4.79,4.73,3.04,region1
0.71,Premium,2,F,3,VS1,4,59.2,58.0,2981.0,5.87,5.82,3.46,region3
0.34,Ideal,1,G,4,VS2,5,62.0,56.0,880.0,4.5,4.47,2.78,region2
0.5,Good,4,F,3,VS2,5,58.8,64.0,1863.0,5.21,5.16,3.05,region1
1.74,Premium,2,I,6,VS2,5,58.6,59.0,13993.0,7.99,7.87,4.65,region2
2.49,Fair,5,J,7,I1,8,66.3,58.0,8176.0,8.26,8.18,5.45,region1
1.04,Ideal,1,G,4,VS1,4,61.1,56.0,6964.0,6.58,6.55,4.01,region3
1.5,Premium,2,F,3,SI1,6,60.0,60.0,10920.0,7.48,7.42,4.47,region1
0.7,Ideal,1,F,3,SI1,6,61.8,55.0,3150.0,5.75,5.71,3.54,region1
0.27,Premium,2,E,2,VVS1,2,60.6,58.0,653.0,4.18,4.2,2.54,region3
0.41,Ideal,1,H,5,VVS1,2,62.2,57.0,1450.0,4.78,4.74,2.96,region1
0.7,Ideal,1,E,2,SI2,7,61.0,55.0,2099.0,5.76,5.78,3.52,region4
0.43,Very Good,3,G,4,SI1,6,62.7,56.0,792.0,4.8,4.83,3.02,region3
0.41,Ideal,1,J,7,VS1,4,62.8,56.0,742.0,4.73,4.79,2.99,region3
0.38,Very Good,3,F,3,VS1,4,60.2,58.0,784.0,4.71,4.73,2.84,region4
0.31,Ideal,1,D,1,VS2,5,61.7,55.0,954.0,4.35,4.4,2.7,region1
0.46,Premium,2,D,1,VVS1,2,60.0,59.0,2044.0,5.04,5.0,3.01,region3
0.78,Fair,5,F,3,SI2,7,64.6,53.0,2081.0,5.83,5.78,3.75,region4
0.35,Premium,2,I,6,SI2,7,60.9,58.0,589.0,4.56,4.53,2.77,region2
0.51,Premium,2,E,2,SI1,6,61.0,58.0,1515.0,5.13,5.1,3.12,region3
1.01,Very Good,3,E,2,VVS2,3,61.7,60.0,8937.0,6.32,6.35,3.91,region4
0.31,Very Good,3,F,3,VVS1,2,62.4,57.0,1032.0,4.3,4.32,2.69,region2
2.14,Fair,5,F,3,SI2,7,64.8,60.0,17972.0,8.11,8.0,5.22,region1
1.01,Very Good,3,E,2,VVS2,3,61.6,58.0,8821.0,6.4,6.46,3.96,region3
0.26,Ideal,1,H,5,VS1,4,62.2,55.0,531.0,4.06,4.11,2.54,region2
0.39,Very Good,3,G,4,VVS1,2,62.7,58.0,897.0,4.65,4.69,2.93,region3
0.8,Very Good,3,H,5,SI2,7,57.0,63.0,3233.0,6.09,6.18,3.5,region1
1.0,Very Good,3,G,4,VVS2,3,63.0,54.0,7324.0,6.37,6.43,4.03,region4
0.41,Ideal,1,F,3,VVS2,3,61.7,57.0,1252.0,4.8,4.73,2.94,region3
0.67,Good,4,F,3,VS1,4,59.8,60.3,2231.0,5.62,5.69,3.38,region4
1.53,Premium,2,I,6,SI2,7,62.7,62.0,7758.0,7.41,7.23,4.59,region3
0.72,Very Good,3,I,6,VS2,5,63.3,57.0,2752.0,5.66,5.72,3.6,region2
0.7,Very Good,3,G,4,SI1,6,59.1,62.0,2808.0,5.8,5.91,3.46,region3
0.71,Ideal,1,D,1,VS2,5,61.0,56.0,4989.0,5.76,5.81,3.53,region1
1.0,Ideal,1,H,5,SI2,7,61.4,60.0,5420.0,6.35,6.41,3.92,region2
1.0,Fair,5,D,1,SI2,7,64.5,54.0,5606.0,6.34,6.28,4.07,region1
0.68,Premium,2,G,4,SI1,6,61.9,60.0,1574.0,5.66,5.62,3.49,region4
0.73,Ideal,1,G,4,VVS2,3,62.2,55.0,3596.0,5.77,5.74,3.58,region2
0.27,Ideal,1,G,4,IF,1,62.0,56.0,721.0,4.14,4.17,2.58,region2
0.3,Very Good,3,G,4,VS1,4,62.8,57.0,696.0,4.25,4.29,2.68,region2
1.06,Ideal,1,G,4,VVS2,3,60.3,57.0,7853.0,6.61,6.68,4.01,region4
0.55,Ideal,1,D,1,VS1,4,61.4,57.0,2670.0,5.26,5.29,3.24,region1
0.3,Fair,5,D,1,SI2,7,64.6,54.0,563.0,4.29,4.25,2.76,region3
1.01,Very Good,3,E,2,VS2,5,60.9,57.0,5759.0,6.41,6.47,3.92,region4
0.3,Very Good,3,F,3,IF,1,62.1,57.0,1019.0,4.26,4.3,2.66,region2
0.5,Very Good,3,E,2,SI2,7,63.2,61.0,987.0,5.05,5.02,3.18,region4
0.3,Ideal,1,E,2,SI2,7,62.1,55.0,421.0,4.3,4.33,2.68,region3
0.78,Premium,2,J,7,SI1,6,63.0,60.0,2247.0,5.88,5.82,3.66,region2
0.46,Ideal,1,E,2,VVS1,2,62.6,53.0,2361.0,4.93,4.97,3.1,region1
0.52,Very Good,3,G,4,VVS2,3,63.2,57.0,1925.0,5.08,5.11,3.22,region3
1.01,Very Good,3,G,4,SI2,7,62.7,58.0,4365.0,6.32,6.43,4.0,region2
0.32,Premium,2,F,3,VS2,5,59.7,62.0,1005.0,4.43,4.38,2.63,region1
0.31,Ideal,1,D,1,VS2,5,62.2,56.0,989.0,4.36,4.32,2.7,region3
0.3,Very Good,3,I,6,VS1,4,63.0,53.0,544.0,4.26,4.31,2.7,region2
0.31,Premium,2,F,3,VS2,5,58.3,61.0,786.0,4.48,4.44,2.6,region3
0.33,Premium,2,E,2,SI1,6,60.4,59.0,753.0,4.43,4.47,2.69,region1
0.3,Ideal,1,G,4,IF,1,62.6,57.0,1029.0,4.28,4.32,2.69,region2
0.51,Ideal,1,G,4,VS1,4,60.9,56.0,1964.0,5.16,5.19,3.15,region2
1.2,Good,4,E,2,SI1,6,59.9,64.0,6986.0,6.84,6.79,4.08,region3
0.5,Very Good,3,D,1,SI1,6,60.8,63.0,1508.0,5.1,5.13,3.11,region3
0.3,Premium,2,E,2,SI1,6,62.4,58.0,878.0,4.28,4.24,2.66,region1
1.72,Very Good,3,E,2,VS2,5,63.4,56.0,21341.0,7.65,7.55,4.82,region2
0.51,Good,4,D,1,SI2,7,64.2,56.0,1318.0,5.02,5.05,3.23,region2
1.26,Ideal,1,D,1,VS2,5,62.5,57.0,9494.0,6.9,6.85,4.3,region2
0.7,Very Good,3,D,1,SI1,6,62.9,63.0,2228.0,5.64,5.59,3.53,region4
0.3,Very Good,3,H,5,VVS1,2,62.6,56.0,670.0,4.25,4.28,2.67,region3
2.56,Ideal,1,J,7,SI1,6,61.4,58.0,15978.0,8.73,8.76,5.37,region4
0.26,Very Good,3,E,2,VVS2,3,58.9,61.0,592.0,4.16,4.19,2.46,region3
0.54,Ideal,1,F,3,SI1,6,61.2,56.0,1503.0,5.23,5.29,3.22,region2
0.41,Very Good,3,F,3,VVS1,2,58.9,58.0,1489.0,4.84,4.87,2.86,region2
0.9,Very Good,3,I,6,VS2,5,63.2,54.0,3044.0,6.1,6.08,3.85,region4
0.7,Ideal,1,H,5,VS1,4,61.9,56.0,2846.0,5.7,5.73,3.54,region3
1.5,Very Good,3,I,6,VVS2,3,63.3,58.0,9081.0,7.27,7.24,4.59,region4
1.0,Premium,2,I,6,SI2,7,62.6,56.0,3447.0,6.4,6.34,3.99,region4
0.41,Premium,2,E,2,SI1,6,61.1,62.0,949.0,4.83,4.76,2.93,region3
0.26,Ideal,1,F,3,VS1,4,60.9,57.0,588.0,4.11,4.13,2.51,region1
0.31,Ideal,1,D,1,VVS2,3,62.0,56.0,689.0,4.34,4.37,2.7,region4
1.0,Premium,2,G,4,VS1,4,61.9,60.0,4718.0,6.39,6.31,3.93,region4
0.71,Very Good,3,F,3,SI1,6,62.4,59.0,2978.0,5.64,5.7,3.54,region2
1.69,Good,4,G,4,VS1,4,58.1,58.0,22539.0,7.8,7.84,4.54,region1
0.4,Very Good,3,E,2,VS1,4,60.1,58.0,948.0,4.72,4.76,2.85,region4
0.95,Ideal,1,J,7,SI1,6,63.0,56.0,2948.0,6.32,6.26,3.96,region4
0.42,Very Good,3,G,4,VS2,5,60.1,61.0,974.0,4.79,4.86,2.9,region2
1.02,Very Good,3,F,3,SI2,7,63.3,56.0,3923.0,6.38,6.31,4.02,region1
1.7,Ideal,1,I,6,VS1,4,63.0,55.0,13834.0,7.75,7.54,4.76,region2
1.04,Premium,2,E,2,SI2,7,61.0,60.0,5512.0,6.57,6.52,3.99,region1
0.73,Ideal,1,I,6,VVS2,3,62.3,55.0,2246.0,5.76,5.77,3.59,region4
0.33,Ideal,1,E,2,VVS1,2,61.9,57.0,1706.0,4.43,4.46,2.75,region1
1.01,Ideal,1,J,7,VS2,5,61.1,56.0,4155.0,6.49,6.51,3.97,region4
0.54,Ideal,1,F,3,VS2,5,61.4,57.0,2161.0,5.2,5.25,3.21,region1
1.35,Premium,2,J,7,SI1,6,60.9,59.0,4991.0,7.07,7.12,4.32,region4
0.37,Ideal,1,G,4,IF,1,62.1,55.0,950.0,4.6,4.64,2.87,region4
1.02,Ideal,1,H,5,SI2,7,61.8,55.0,4838.0,6.47,6.51,4.01,region2
1.01,Very Good,3,E,2,SI1,6,62.1,56.0,4915.0,6.43,6.48,4.01,region4
0.7,Good,4,H,5,SI2,7,63.8,57.0,2134.0,5.58,5.55,3.55,region2
0.31,Premium,2,G,4,VVS1,2,60.4,59.0,1098.0,4.41,4.37,2.65,region3
0.39,Ideal,1,F,3,VVS2,3,61.2,56.0,1283.0,4.7,4.75,2.89,region1
1.51,Premium,2,F,3,VS1,4,62.7,59.0,17074.0,7.31,7.23,4.56,region1
0.34,Ideal,1,E,2,VS2,5,62.4,56.0,1099.0,4.49,4.45,2.79,region2
0.24,Very Good,3,E,2,VVS2,3,60.8,58.0,635.0,3.99,4.03,2.44,region2
1.21,Good,4,H,5,SI1,6,58.2,58.0,7829.0,6.98,7.01,4.07,region1
0.72,Ideal,1,E,2,SI2,7,61.7,57.0,2688.0,5.72,5.78,3.55,region2
0.31,Ideal,1,E,2,SI1,6,62.1,56.0,524.0,4.35,4.38,2.71,region4
0.42,Ideal,1,D,1,VS1,4,61.4,56.0,1215.0,4.86,4.82,2.97,region4
0.32,Ideal,1,H,5,VS1,4,61.6,56.0,770.0,4.42,4.46,2.73,region1
0.42,Very Good,3,H,5,VVS2,3,62.4,55.0,967.0,4.78,4.81,2.99,region3
0.32,Ideal,1,G,4,VS1,4,62.8,54.0,745.0,4.41,4.38,2.76,region4
0.38,Ideal,1,E,2,SI1,6,61.9,55.0,1167.0,4.7,4.64,2.89,region1
0.72,Premium,2,E,2,VS2,5,63.0,55.0,2942.0,5.79,5.61,3.59,region3
1.54,Premium,2,I,6,SI2,7,62.4,59.0,5976.0,7.33,7.35,4.58,region4
0.9,Very Good,3,G,4,VS2,5,62.4,61.0,3789.0,6.13,6.17,3.84,region4
0.31,Premium,2,G,4,VS2,5,61.2,59.0,786.0,4.4,4.36,2.68,region1
0.4,Ideal,1,E,2,VS2,5,62.1,54.0,982.0,4.72,4.75,2.94,region2
0.58,Very Good,3,E,2,SI1,6,63.1,56.0,1477.0,5.36,5.32,3.37,region4
1.04,Ideal,1,E,2,SI1,6,61.8,56.0,9370.0,6.49,6.53,4.02,region1
0.51,Very Good,3,D,1,SI1,6,62.8,56.0,1412.0,5.07,5.09,3.19,region4
0.72,Very Good,3,F,3,VS2,5,63.3,57.0,2638.0,5.69,5.72,3.61,region4
2.0,Fair,5,I,6,SI1,6,65.9,60.0,17893.0,7.8,7.73,5.12,region1
0.7,Good,4,E,2,SI2,7,62.2,63.0,2139.0,5.65,5.6,3.5,region2
1.52,Ideal,1,J,7,SI2,7,62.7,56.0,6393.0,7.28,7.2,4.54,region3
0.38,Ideal,1,F,3,VS1,4,62.1,55.0,1301.0,4.66,4.63,2.89,region2
0.32,Ideal,1,H,5,SI1,6,61.0,56.6,612.0,4.4,4.43,2.7,region1
1.2,Premium,2,H,5,VS1,4,62.7,58.0,6054.0,6.75,6.65,4.2,region4
0.71,Premium,2,H,5,VS1,4,62.8,58.0,2518.0,5.7,5.67,3.57,region3
1.09,Ideal,1,F,3,SI2,7,61.2,57.0,4402.0,6.6,6.64,4.05,region4
0.74,Premium,2,H,5,VS2,5,60.2,58.0,2910.0,5.88,5.92,3.55,region2
0.3,Premium,2,D,1,SI2,7,61.8,58.0,603.0,4.32,4.29,2.66,region3
0.9,Premium,2,D,1,SI1,6,62.7,58.0,3943.0,6.09,6.15,3.84,region4
1.3,Premium,2,H,5,SI2,7,60.7,59.0,5678.0,7.06,7.0,4.27,region1
